an n_screen_name,gender,year_ f_birth,level_ f_educati n,c untry_three_letters,c untry_name
4896989bcbad4472a5f4b2ed1ddc6dfcd7588c39,m,1984,Bachel rs,IND,India
4896989bcbad4472a5f4b2ed1ddc6dfcd7588c39,m,1984,Bachel rs,CHN,China
 a bfaab99533557b5f7f576fa1 c4522af ba79,m,198,Masters  r pr fessi nal degree,IND,India
93b1328383d8b7 4b532abe 88ac8539d11cc939,m,1991,Bachel rs,CHN,China
25b55d7bff189b 817f3 8fb34731fac21832e51,f,1983,Masters  r pr fessi nal degree,USA,United States
b4fa1d  a6435 1d695a18623 c535b4b39177d1,m,1989,Bachel rs,P L,P land
3 f27eb11 c6a1a662b 357683 a4cb 1549f4ef,f,1964,Masters  r pr fessi nal degree,USA,United States
b7ec663ad76393df2fe8a5db49bbbfb92f55d31a,, ,User withheld,CHN,China
b9 558eb2f221312  7c79b31cf9a61 5a d9f5b,m,1988,Bachel rs,BRA,Brazil
3dc8cc 2a4b6583bbac673411fc8 1 656f81583,m,1992,Sec ndary/High Sch  l,MAR,M r cc 
3dc8cc 2a4b6583bbac673411fc8 1 656f81583,m,1992,Sec ndary/High Sch  l,GBR,United Kingd m
754 2b592218d4a2 7c54e ec22a36e63f1b6588,m,1987,Masters  r pr fessi nal degree,SAU,Saudi Arabia
 bd8eac45a adf236b2133c18d3abb57e84e4161,, ,Bachel rs,USA,United States
 cf7c9ca433c81a85692a6d13c9 f66dc  26283,m,199,Bachel rs,USA,United States
8eb8 ae 56982c25a9e2a44c4b965 fb69f3ddc6,m,1982,Masters  r pr fessi nal degree,MYS,Malaysia
56464935c3958c  d2fce bbd827ac4ddf1746e3,m,199,Bachel rs,EGY,Egypt
56464935c3958c  d2fce bbd827ac4ddf1746e3,m,199,Bachel rs,ZZZ,Reserved
56464935c3958c  d2fce bbd827ac4ddf1746e3,m,199,Bachel rs,LBN,Leban n
97a64481b 6d7b2f1e3712b7846e2b4d6218ce5a,m,1977,Bachel rs,DEU,Germany
26c9e8bf2945c9511 6228775928 7f63f591812,m,1995,Bachel rs,TWN,Taiwan; Republic  f China (R C)
e5c2f444d1a5c 37d93 9fef1 5289634 884d77,m,1986,Masters  r pr fessi nal degree,FRA,France
e5c2f444d1a5c 37d93 9fef1 5289634 884d77,m,1986,Masters  r pr fessi nal degree,NGA,Nigeria
e5c2f444d1a5c 37d93 9fef1 5289634 884d77,m,1986,Masters  r pr fessi nal degree,IRQ,Iraq
b5d8713c7b966 d134a3f e4 8ef921c  e5d81 ,f,1988,Bachel rs,VNM,Viet Nam
a22f153c89e5b7 b7a49627ab6847f6d3431ea12,m,1979,Bachel rs,IRN,Iran (ISLAMIC Republic  f)
a22f153c89e5b7 b7a49627ab6847f6d3431ea12,m,1979,Bachel rs,USA,United States
a4b9f48d f87e8c2ade268c7 c5a6411 ae63fff,m,1991,Masters  r pr fessi nal degree,IND,India
92d5c c6c757315831a 5a51b3a6ee688b4 162 ,m,1992,Sec ndary/High Sch  l,AUS,Australia
78dcfc7ebf1b84e9a39bc e 8f cbaf6a2cc5ef9,m,1984,Masters  r pr fessi nal degree,K R,K rea Republic  f
95c53e67  f 42f68ee82699da8e7cd527362dbc,f,1987,Bachel rs,USA,United States
e4581fe6f1c441fe 454  afde98d12f7233c9cf,m,1992,Bachel rs,EGY,Egypt
c67a8d633d 9d85c7698cf8c   88d8a ef67d8 ,f,1999,Sec ndary/High Sch  l,USA,United States
dd4b6cac4c2717be83e 3 3ce241e2497657ca  ,f,1987,Bachel rs,SGP,Singap re
 e49896782fceb 3e1dff754e4d41c36117968ef,m,1988,Bachel rs,USA,United States
588 19d922491a5578717e1f4da2cc6f39d66664,m,1996,Sec ndary/High Sch  l,IND,India
588 19d922491a5578717e1f4da2cc6f39d66664,m,1996,Sec ndary/High Sch  l,EU,Eur pean Uni n
588 19d922491a5578717e1f4da2cc6f39d66664,m,1996,Sec ndary/High Sch  l,GBR,United Kingd m
6fe5 cac 987969dc16f6a83af3b67e5b 45a ce,m,1978,Bachel rs,IND,India
afc81f1fb46 ae1646434485e14 9a1844cbe3 d,, ,Masters  r pr fessi nal degree,IND,India
e4d9d3e279f a882badca23d72f3c23b2c67ee92,m,1992,Bachel rs,HKG,H ng K ng
93c35f594 f 5377 6eb2739b7aecb9da918 b8f,f,1991,Bachel rs,USA,United States
a7b8e748d1 84ef131a6b6f1bc5dfef518af8a89,m,1997,Sec ndary/High Sch  l,TUN,Tunisia
a7b8e748d1 84ef131a6b6f1bc5dfef518af8a89,m,1997,Sec ndary/High Sch  l,MLT,Malta
3a3cfca3161ade16c943b7aab f86512e be169f,m,1983,Masters  r pr fessi nal degree,IND,India
bd39ce72f5ac2444fc723666ae67 55483 793d2,m,199,Bachel rs,USA,United States
8e55b213847ebcbe3eab327fad48246be9725 f8,m,1996,Sec ndary/High Sch  l,USA,United States
b369c84d84 fe5fe49 ef8ba54596647a5 8f7c5,m,1958,Ass ciates,GBR,United Kingd m
5853c3baa c5425aed63ac 133aae3e48643b5c9,m,1994, ther,SGP,Singap re
f25c9443436667 c4582be b9ef8c8befff6c5a6,, ,User withheld,K R,K rea Republic  f
48cd22f4e71bb43339847dad95bb1 767334 8 f,m,1983,Masters  r pr fessi nal degree,USA,United States
53d5bfa4efe9d345c1a3a482dc2de8b2228fc3ab,f,1989,Bachel rs,USA,United States
ada3 c315c55f5c5d94d174dd74c2dad9 eb4c62,f,1991,Bachel rs,THA,Thailand
ada3 c315c55f5c5d94d174dd74c2dad9 eb4c62,f,1991,Bachel rs,USA,United States
 25c56e38 e4cdd7931258 89634e4214cd7cbea,m,1957,Bachel rs,USA,United States
5e7c8395973ef31ac8f9b3cceab 8e5f3c299c7b,m,1995,Sec ndary/High Sch  l,IND,India
4f3deb3edf426a12 76d5e96f99eb82752872ba6,m,1992,Sec ndary/High Sch  l,IND,India
2d8a29a52c65497a45 96c4af197ebd6f8a86c2c,, ,User withheld,CAN,Canada
c8d196691ce94e5cab99e 7a415 2d2652fa47ba,m,1968,Bachel rs,ARE,United Arab Emirates
49 b372d7b7a8c3bac22fb25b59fd3cc3a714 69,f,1995,Sec ndary/High Sch  l,ITA,Italy
68ae 455bdf7a697413319dcecaeb7d bf4b8a9 , ,1975,Sec ndary/High Sch  l,SWE,Sweden
 5d6 3ada3def 11989599 c1a479cb4313e3eec,m,1983,Bachel rs,USA,United States
3687945498b2244f5b32a9f74b8a7dad66d1e d1,f,1987,Masters  r pr fessi nal degree,USA,United States
caf34c 2a3fa5b1f7cda61815e3afea27144a31d,f,1989,Masters  r pr fessi nal degree,ESP,Spain
31bcdfa63 729bf72cd eb8cbf26ec6eaf3 498b,f,1991,Bachel rs,USA,United States
98efd2cea4644dfde42915ea9721d47514ad5599,m,1981,Masters  r pr fessi nal degree,BRA,Brazil
75477ef6 f42286af47db2ee4a934777bd9bbb6b,, ,User withheld,AUS,Australia
dcb  94 bd6add916d48dd 655932ebf1b69df2 ,m,1994,Sec ndary/High Sch  l,AUS,Australia
7d5a5dea9eb73fc9fd3de5 b82abc4926acdd6f5,f,1993,Bachel rs,CAN,Canada
7d5a5dea9eb73fc9fd3de5 b82abc4926acdd6f5,f,1993,Bachel rs,CHE,Switzerland
7d5a5dea9eb73fc9fd3de5 b82abc4926acdd6f5,f,1993,Bachel rs,USA,United States
5 dfb73 4acd91494693ea751914f6c3 d939d2a,m,1966,Bachel rs,AUS,Australia
5 dfb73 4acd91494693ea751914f6c3 d939d2a,m,1966,Bachel rs,USA,United States
4fbce1397 fef83f bfcab2bbf8f994fbab3e5ad, , , ,ZZZ,Reserved
4fbce1397 fef83f bfcab2bbf8f994fbab3e5ad, , , ,USA,United States
a95c19c42584cfc2 2bc e3713 e124cb3b8f61 ,m,1967,Masters  r pr fessi nal degree,USA,United States
a95c19c42584cfc2 2bc e3713 e124cb3b8f61 ,m,1967,Masters  r pr fessi nal degree,PAN,Panama
5a dab96bbeeb42b59ec6ea 7 c7733bd852b19f,m,199,Bachel rs,BRA,Brazil
f2418e37c734f4ed62dd83 342bcbff6161b4c47,m,1998,Sec ndary/High Sch  l,JPN,Japan
c5759437 5fffa14e5b8d89981aecdd245d5f139,, ,User withheld,USA,United States
 4efb7245d3af33978 61e65557c59e24b66d73a,m,1983,Masters  r pr fessi nal degree,USA,United States
 4efb7245d3af33978 61e65557c59e24b66d73a,m,1983,Masters  r pr fessi nal degree,TUR,Turkey
c58a458a43e5a 7a1ea12bb1bcd73ff34e7e68 a,m,1982,D ct rate,NLD,Netherlands
c58a458a43e5a 7a1ea12bb1bcd73ff34e7e68 a,m,1982,D ct rate,DNK,Denmark
 e36e26315 9865aa45818 3f8a9aab28ca73e8 ,m,1993,Bachel rs,USA,United States
 e36e26315 9865aa45818 3f8a9aab28ca73e8 ,m,1993,Bachel rs,CHN,China
151464e7c566b2ed 83 479ed8 f749657a4beea,,1995,Sec ndary/High Sch  l,ZZZ,Reserved
72e34b  4 8 7476b a66c29b854c5d 2e6f84a1,m,1965,D ct rate,GBR,United Kingd m
72e34b  4 8 7476b a66c29b854c5d 2e6f84a1,m,1965,D ct rate,P L,P land
72e34b  4 8 7476b a66c29b854c5d 2e6f84a1,m,1965,D ct rate,DEU,Germany
72e34b  4 8 7476b a66c29b854c5d 2e6f84a1,m,1965,D ct rate,ISR,Israel
b8fa3933 21b9b64d8 a4b8bf1 7695 374fef94,m,198,Masters  r pr fessi nal degree,USA,United States
5ec46a59f9c816da46912db8a 4dc8a28cf1113f,m,1993,Sec ndary/High Sch  l,USA,United States
64f7c88 e224b b4d98bbea cddb321139df85da,m,1988,Masters  r pr fessi nal degree,P L,P land
2d4b 3fa5f21a4a69fc2d8 d13d9ae9efbe b516,m,1984,Masters  r pr fessi nal degree,USA,United States
311615efd8233ce5e 3 3a56e288d8e9bdaba957,m, ,Masters  r pr fessi nal degree,IND,India
1dc47da5a5a42 6da8354ec4148 a9ea182389dd,, ,User withheld,CHN,China
8e592be7f518841bef7c88ec 5ac3e4b6433544c,m,1993,Bachel rs,MEX,Mexic 
8e592be7f518841bef7c88ec 5ac3e4b6433544c,m,1993,Bachel rs,C L,C l mbia
88512a6bfc57537e6373e69d48cd733bd1d8f7a1,, ,User withheld,USA,United States
 a4555887beeaa 197d3195223a4e76ad6d  b 4,f,1997,Sec ndary/High Sch  l,IND,India
dd41ca342538a836 c6896 5556151675d8b3646,m,1986,Masters  r pr fessi nal degree,USA,United States
73  9fc1a4b4d6d779ee3 4 85357d8ef6ef1288,m,1984,Bachel rs,IND,India
b29 fd6b2a167171ec97d18de8818c8db4442 e7,m,1991,Bachel rs,CHN,China
b29 fd6b2a167171ec97d18de8818c8db4442 e7,m,1991,Bachel rs,IND,India
d32 3e4aee1b3c463194188adf75e8768f524d 6,m,1983,Masters  r pr fessi nal degree,IND,India
233e97f63f59e aa35d6f7fda665 128f7f3a736,f,1991,Bachel rs,IND,India
8 6e6a6dbca8aed 5635256f3152c12b524b5362,f,1979,Masters  r pr fessi nal degree,ZZZ,Reserved
8 6e6a6dbca8aed 5635256f3152c12b524b5362,f,1979,Masters  r pr fessi nal degree,USA,United States
91 1d258722cd33 6 9dda8ddc1cd6c56 df6857,, ,User withheld,PHL,Philippines
5496b3 93f9824934ac4bcb9d c2a9 7d ca3a5d,m,1988,Bachel rs,NPL,Nepal
66489d1d6b 1f262355d74b9ca3e1374e688f c2,, ,User withheld,USA,United States
3a31444 b7ee c53614d9dd2dd675 212d a3e54,m,1989,Bachel rs,USA,United States
1ca7522d 44a2aa753f9832fed1 3238ca929b18,m,1979,Masters  r pr fessi nal degree,USA,United States
 7163ae9e64cac46fa39b5f456a13776a121 cce,m,1989,Bachel rs,USA,United States
2dabd478fbb5c936954443788f121c82828ba741,f,1994,Sec ndary/High Sch  l,JPN,Japan
f7351133c6116184e8b55181cec15f1 8b4e3e4c,m,1994,Sec ndary/High Sch  l,PAK,Pakistan
3f7eafb2a216a72e f 163d671bfd 26394673 3,m,1966,Masters  r pr fessi nal degree,USA,United States
64a5ebe2b98e345831 c47cb44b 92477ffdb8ca,m,1991,Bachel rs,C L,C l mbia
2167c ab7d1b65f742f3653c13b57c4f7eb7e9b1,m, ,D ct rate,USA,United States
539ad11d8d687f74d 29 3d2 52f16bc37d9f95 ,, ,User withheld,USA,United States
7574c2962cbb2281636227847e4e1c34 11f2784,m,1969,Sec ndary/High Sch  l,USA,United States
dda3ed31e8b58e6767 c29 55dd8e22187ae61a2,m,1984,Masters  r pr fessi nal degree,USA,United States
 ee9ae646aad366 2e5ab85c441d3dbdcb4e1e9e,m,1985,Masters  r pr fessi nal degree,USA,United States
4f57aa28f1933ea74c3b22dca338ecb7 66 a 7d,m,1983,Masters  r pr fessi nal degree,USA,United States
19fe3c3e513977b2723591c93377c1db7cc5bcce,m,1987,Masters  r pr fessi nal degree,IRN,Iran (ISLAMIC Republic  f)
e6c2235b ace97331 6d3d14 b7 be376fabeb42,, ,User withheld,HKG,H ng K ng
2c52e774d736185c423  febcef6723d2cfc827e,m,1989,Sec ndary/High Sch  l,BRA,Brazil
2c52e774d736185c423  febcef6723d2cfc827e,m,1989,Sec ndary/High Sch  l,ZZZ,Reserved
e86cb875cb25852f323d3c3a4c59b38b56bba614,m,1991,Sec ndary/High Sch  l,NPL,Nepal
7e 21c6  363 82ec62 8e1f41b1de6f9ef9f2bf,f,198,Bachel rs,USA,United States
 2d4 53 abaa462c2322695c3f cf32e cbae739,f,1982, ther,USA,United States
4327ad3c1b44a46a41f33eb1ff8174ccccd6ab92,f,1989,Bachel rs,USA,United States
cae9b2 af a bba 33a16cc df772d6 abfa8 9e,m,1966,Masters  r pr fessi nal degree,USA,United States
7c6bdd758af3efb 752cb35795b75badf6de53 a,m,1975, ther,ZZZ,Reserved
7c6bdd758af3efb 752cb35795b75badf6de53 a,m,1975, ther,USA,United States
474 e4ee7cad  cf 5  e4d619b32b5f773d5232,m,1992,Bachel rs,PAK,Pakistan
bc52 a1d9de88fdd47d342bd9bb73df787a32961,m,1987,Bachel rs,USA,United States
9aa18176c617c4ece5fab81b5896b4bdec5dfbec,m,1951,Masters  r pr fessi nal degree,USA,United States
bb1492ee15fe824 ac   7885ae15a28fc ef9d5,m,1996,Sec ndary/High Sch  l,CAN,Canada
935ff29864839b635a5ca38f981184  74 3b2 8,f,199,D ct rate,PHL,Philippines
493de7e7af1c ebb4ce 369ee92b3356195ba79d,m,1993,Bachel rs,PER,Peru
9ee497b92b6ba57e38f3de8ca6986657ee76a1fd,f,1966,Sec ndary/High Sch  l,IRL,Ireland
a41 e3e74c9b4de254d3fc23be144f26939b117b,m,1979,Masters  r pr fessi nal degree,IND,India
d41fd27e8c1fc7651c3da5fa85fe8d4 f9e4cd23,m,1988,Masters  r pr fessi nal degree,MYS,Malaysia
d41fd27e8c1fc7651c3da5fa85fe8d4 f9e4cd23,m,1988,Masters  r pr fessi nal degree,USA,United States
d41fd27e8c1fc7651c3da5fa85fe8d4 f9e4cd23,m,1988,Masters  r pr fessi nal degree,CAN,Canada
e75e7f767257632514a8f8851853bf48b49 fec9,m,1986,Bachel rs,CHL,Chile
d8e7db997f7dd55adb4d34642b8db28835d11f4e,m,1983,Masters  r pr fessi nal degree,SRB,Serbia
8f773e22e4c63ea8e166ef8f 4c41f5 87 b393b,m,1985,D ct rate,ZZZ,Reserved
8f773e22e4c63ea8e166ef8f 4c41f5 87 b393b,m,1985,D ct rate,EGY,Egypt
12be36f7ee8d43abef9441333c1479e5421 2be4,f,1992,Sec ndary/High Sch  l,USA,United States
57b e81c6e7af8ca3 4a26fd7581aa9967bf18b9,m,1984,Masters  r pr fessi nal degree,USA,United States
6e8 98c38c8a77df9 c358cc76ea a8cdb33a71e,f,1998,Juni r sec ndary/juni r high/middle Sch  l,ZZZ,Reserved
6e8 98c38c8a77df9 c358cc76ea a8cdb33a71e,f,1998,Juni r sec ndary/juni r high/middle Sch  l,USA,United States
b5 d333885657271ddecd5 4dced84ddadb1c864,m,1995,Sec ndary/High Sch  l,SGP,Singap re
 2b726c6ebd29d7e47afa818b352 d9e4cd4ec3f,f,1992,Sec ndary/High Sch  l,USA,United States
d a87e9f1f94524bd87dccfe7974e3b f3f8 aa7,m,1995,Sec ndary/High Sch  l,USA,United States
5224 8db 464b af17be6671 defb1628f61679 ,, ,User withheld,CAN,Canada
5224 8db 464b af17be6671 defb1628f61679 ,, ,User withheld,AUS,Australia
cc8a79c13c7cb3b158c1a9e5 c7d3fb7ac8ad3bc,,1987,Bachel rs,USA,United States
cc8a79c13c7cb3b158c1a9e5 c7d3fb7ac8ad3bc,,1987,Bachel rs,SAU,Saudi Arabia
8e9193ee3aa87458f76c6278f6879cb376b 7851,m,1986,Bachel rs,TUN,Tunisia
7e97b d126 fbd19f33c1b9756 231651d956881,f,1993,Sec ndary/High Sch  l,C L,C l mbia
75fade3f99e5d cb5d ffd86ea33  72c225 aa7,m,1991,Ass ciates,USA,United States
6916f5bbe8fde 12543bd66f79b9 6e35d 1ad85,m,1983,Bachel rs,MEX,Mexic 
137fa498ca8 7ad87938166e 2f7bfb6b 876b59,f,199,Bachel rs,USA,United States
137fa498ca8 7ad87938166e 2f7bfb6b 876b59,f,199,Bachel rs,MEX,Mexic 
e3ae7 b315c78554a129d889a1a f2bd3  1e7e4,f,1989,Bachel rs,ZZZ,Reserved
d536e55d2a5865aeeec65c855db4f6d8b1599da3,f,1989,Bachel rs,CHN,China
b1f96544a276d5 641d52fb4f8cdb3c97efe5d83,f,1988,Bachel rs,IND,India
c7ab34cdc769 3bcae3bcf 247458be57cd7 2 e,f,1989,Masters  r pr fessi nal degree,RUS,Russian Federati n
e4b2aedab 227f2e9dc7 c7255986da92dfc49d ,m,1996,Sec ndary/High Sch  l,THA,Thailand
dcf523e48de418ef9bbb8214ebbfff54aa721d21,m,1992,Bachel rs,EGY,Egypt
8c6c a63583135bb8718 f242b2221a581b8e 29,f,1984,Sec ndary/High Sch  l,FIN,Finland
f1 7617c5b 8bf6c76d695752f5483827 a4548b,m,1981,Masters  r pr fessi nal degree,USA,United States
7b4 4c5 85225743fbf 1 3679c72b6d1361cc 3,f,1996,Sec ndary/High Sch  l,IND,India
1ae 225a21d69231a87e9a47dd92e3c2ac86f 79,m,1959,Sec ndary/High Sch  l,K R,K rea Republic  f
1ae 225a21d69231a87e9a47dd92e3c2ac86f 79,m,1959,Sec ndary/High Sch  l,JPN,Japan
7746bdb774977b25c6e6d2b32619fe3d6496d6 2,f,1989,Masters  r pr fessi nal degree,SWE,Sweden
7746bdb774977b25c6e6d2b32619fe3d6496d6 2,f,1989,Masters  r pr fessi nal degree,GBR,United Kingd m
1fa 73751369fbfb 5 b 718 496cd3841e8d85d,m,1988,Masters  r pr fessi nal degree,P L,P land
a444ad3ee1927ffda381a1ab6bd4c5 8f55e7478,m,1993,Sec ndary/High Sch  l,IND,India
2b31befdd494954 4  25b82e d1ee99e84 d2f3,f,1986,Masters  r pr fessi nal degree,USA,United States
bacee3177b2f47d8d91a9ccc3eac843f4ca594ea,m,1993,Bachel rs,IND,India
b b8f8feffa9788943fe9d3ada 1768148b19316,,1977,D ct rate,USA,United States
b6edf1b94ef5599c9ef e1a8d 83ccdfd9c5b768,m,1978,Bachel rs,USA,United States
88e 55ec9c3ec55f6 b3c133c d4cd413739192a,m,1996,Sec ndary/High Sch  l,ZZZ,Reserved
88e 55ec9c3ec55f6 b3c133c d4cd413739192a,m,1996,Sec ndary/High Sch  l,USA,United States
8a5e4d5bae4c 4 ab 756a4863d2dcfb63783468,f,1997,Juni r sec ndary/juni r high/middle Sch  l,USA,United States
6dc1e874a886685a3c6fd2a5357844e4839722b4,f,1981,Bachel rs,USA,United States
a214838dcb4a81cce3594bc2dfe2 ea6a 9f8d2d,f,1985,Masters  r pr fessi nal degree,USA,United States
ab8aa3 66e65cb1fa111a45a af9c499d575e2de,m,1976,Masters  r pr fessi nal degree,PAK,Pakistan
d bfce663bfcddaa76c65c 9e fa19399b13ece4,m,1991,Bachel rs,CAN,Canada
2 176a 53c26d57b645c1cb 45cf 547c aa6c94,m,1974,Bachel rs,CHN,China
e2ab bac9cebf31af599ab669d57d17ba58ec1e3,m,1994,Bachel rs,TUR,Turkey
b36eeb4dc 31 4c818df934bce652895bd35ea43,f,1989,Masters  r pr fessi nal degree,ITA,Italy
f   9f846892b82855283ce3bcec3aecb2f5c7c2,m,1987,Masters  r pr fessi nal degree,SGP,Singap re
b 81123326948c648fa c8f1bfe34cf72 e1bb7c,f,199,Bachel rs,CAN,Canada
84c191c29934 dac8c643cb7a6233ae3af9ef3bf,f,199,Bachel rs,IND,India
84c191c29934 dac8c643cb7a6233ae3af9ef3bf,f,199,Bachel rs,USA,United States
786 cba57912cb74fbcddf63dc 49 edda67e341,m,1991,Masters  r pr fessi nal degree,USA,United States
786 cba57912cb74fbcddf63dc 49 edda67e341,m,1991,Masters  r pr fessi nal degree,RUS,Russian Federati n
786 cba57912cb74fbcddf63dc 49 edda67e341,m,1991,Masters  r pr fessi nal degree,AZE,Azerbaijan
293ce9d454e3a68233e 6f 338da7671319 5c79,m,1996,Sec ndary/High Sch  l,BGD,Bangladesh
8838a1689225f574db16 2d8ac72677c7c672 a1,m,1973,Masters  r pr fessi nal degree,USA,United States
8838a1689225f574db16 2d8ac72677c7c672 a1,m,1973,Masters  r pr fessi nal degree,JPN,Japan
8838a1689225f574db16 2d8ac72677c7c672 a1,m,1973,Masters  r pr fessi nal degree,HKG,H ng K ng
8838a1689225f574db16 2d8ac72677c7c672 a1,m,1973,Masters  r pr fessi nal degree,MYS,Malaysia
9df4ed6ff5bb44ae4b7acbcd98db7eef26bf932e,m,1995,Sec ndary/High Sch  l,IND,India
894d4ea2d4c84682a49 9f568a4c1eaad6169 de,m,1977,Masters  r pr fessi nal degree,DEU,Germany
f69749d98a7258691ed587315d469143df cb96f,m,199,Masters  r pr fessi nal degree,PAK,Pakistan
c563644b9d46125 cb2c 4c  dd 178bcea458 3,m, ,Bachel rs,CHE,Switzerland
48d2d48cdf4 96bd17a4c1cd6a1c6732a693156e,m,198,Masters  r pr fessi nal degree,PER,Peru
48d2d48cdf4 96bd17a4c1cd6a1c6732a693156e,m,198,Masters  r pr fessi nal degree,NLD,Netherlands
34e753314ffff43c75b8f583e397 155f975aaa4,m,1991,Masters  r pr fessi nal degree,CHN,China
8241e9b9791c63ecbe5762ce74152ce71f72ba 9,f,1987,Bachel rs,USA,United States
775 e51469c896ee97e 78d691f79f5bbd4649 3,m,1979,Juni r sec ndary/juni r high/middle Sch  l,IND,India
d13e3f42ef389b4cf1d8151325bfdb6a c3ffbfe,m,1995,Ass ciates,MYS,Malaysia
21fa3677d59b6 e26713fb3ef79b33cb9a695d17,m,1983,Ass ciates,USA,United States
 59a7a881ecee4993225f883f892399d159ce819,m,1958,D ct rate,TUN,Tunisia
9 7a648b5d27913e75 3c89 5dcf54e 933129c5,m,199,Masters  r pr fessi nal degree,CHN,China
cdabf7c a 97a5b95fe52f67732565abc6 6162d,m,1979,Masters  r pr fessi nal degree,CAN,Canada
13e7f325473fa6c7 5fd5d144 d699 aed5dbe62,f,1992,D ct rate,ZZZ,Reserved
8f63cdd  71c9 a22a4d  2719925a33a42fe8f ,m,1972,Masters  r pr fessi nal degree,PHL,Philippines
8 3  2a45c8931737b35cb2 4 b467f19a634529,f,1989,Bachel rs,USA,United States
c4c9f fc339b8ccb22eab 9e 899476bddebe 9 ,m,1975,Bachel rs,IDN,Ind nesia
b2473879e9cdb3f93474 9e92e3cdcb  2f53cc4,, ,User withheld,AZE,Azerbaijan
ebaa9c1f 342fcf1622ad525c3efc a1ab978f79,m,1979,Masters  r pr fessi nal degree,CAN,Canada
62 73a8c6fbd8f181 94 99b49b 3f8df42f277 ,f,1985,Masters  r pr fessi nal degree,THA,Thailand
6bdf67f3fec86faba94617  fa 2b 37e958da95, , , ,USA,United States
2788723a8 18841f 5f213e85286 326f8c476f6,m,1994,Sec ndary/High Sch  l,IND,India
2788723a8 18841f 5f213e85286 326f8c476f6,m,1994,Sec ndary/High Sch  l,ZZZ,Reserved
95a6558e df9 5 1b 9f 8cc 8f5ccdbd  9ea91,m,199,Masters  r pr fessi nal degree,HKG,H ng K ng
95a6558e df9 5 1b 9f 8cc 8f5ccdbd  9ea91,m,199,Masters  r pr fessi nal degree,CHN,China
95a6558e df9 5 1b 9f 8cc 8f5ccdbd  9ea91,m,199,Masters  r pr fessi nal degree,JPN,Japan
19b9eec249262e93a5e594f2323d7ef4bb9c63d4,f,1967,Bachel rs,ITA,Italy
19b9eec249262e93a5e594f2323d7ef4bb9c63d4,f,1967,Bachel rs,GBR,United Kingd m
19b9eec249262e93a5e594f2323d7ef4bb9c63d4,f,1967,Bachel rs,ARE,United Arab Emirates
45a 49e6f84689b 78844a 2c 2ab3e 3ae7fe88,m,1974, ther,MYS,Malaysia
ad8fe192f65d8ce865c154c8da43462963165eca,f,1991,Bachel rs,IND,India
939be91b8e467e82 ace431a4d2b4a882228a9fa,f,1992,Bachel rs,IND,India
bf c4d84 5f8 eeecbe d914af33a6b6ba4bc619,f,1983,Masters  r pr fessi nal degree,SVN,Sl venia
bf c4d84 5f8 eeecbe d914af33a6b6ba4bc619,f,1983,Masters  r pr fessi nal degree,DEU,Germany
bf c4d84 5f8 eeecbe d914af33a6b6ba4bc619,f,1983,Masters  r pr fessi nal degree,PRT,P rtugal
aea73fe766c7e89d85e6678ff6f2f2b95722f7a6,f,1987,Bachel rs,KAZ,Kazakhstan
fa3 3bee9dff37e72e8adcadba697a fd5b3f7f7,f,1995,Sec ndary/High Sch  l,USA,United States
231ccd352386f1aac46d4f 64adb77a1a438795e,f,1989,Bachel rs,USA,United States
bc9c11c9d863513c6aae66f4 becf4559489ebde,m,1988,Masters  r pr fessi nal degree,USA,United States
7f17b3cc 1ffe17f3 e 34774f 29 9cd7642537,m,197,D ct rate,JPN,Japan
7f17b3cc 1ffe17f3 e 34774f 29 9cd7642537,m,197,D ct rate,SAU,Saudi Arabia
16412e5b991 eca42a138 3c3 dca95  12bf7ef,m,1982,Bachel rs,TUR,Turkey
2e6ce82c1812a664c9 d55c  615d1bd898f7a18,f,1984,Bachel rs,USA,United States
6393f6b2f9c7ae59ad3ee 3a5d67dd9e1878811e,f,1956,D ct rate,USA,United States
9ee3df4cc3cbb6 aa3cf8ae4a2 f6fb6b7392235,m,1992,Bachel rs,USA,United States
b66128de44e2a66e7b3 4b788a566c6 321b4e66,m,1975,Bachel rs,PER,Peru
 d 26b5feeddf4b86263c67bd18a7884d6e622b9,m,1988,Masters  r pr fessi nal degree,USA,United States
3fbfc597a922e72488f839b4b2ad1b9dcb9ec176,m,199,Sec ndary/High Sch  l,BRA,Brazil
c898c e88d289173c371cfac e39f99b1bfe1ad2,, ,User withheld,NLD,Netherlands
7ae3ec2587f848684 634865b7b15 968712acc6,m,1978,Bachel rs,USA,United States
11a134ab43e 8 a3286e9d3a7 14a9a2d4fa851e,m,1989,Bachel rs,THA,Thailand
11a134ab43e 8 a3286e9d3a7 14a9a2d4fa851e,m,1989,Bachel rs,K R,K rea Republic  f
7e9bddc321 943c7894 8f9f45867ad 5ec468  ,f,1993,Bachel rs,IND,India
852e2b7 9c3ae1 c4cc1e7d2a1a5ea7877e3c78c,, ,User withheld,PHL,Philippines
da1952d71 b6fb2f9fffaac 5b5ac772a463c5cb,m, ,Bachel rs,DEU,Germany
da1952d71 b6fb2f9fffaac 5b5ac772a463c5cb,m, ,Bachel rs,BEL,Belgium
da1952d71 b6fb2f9fffaac 5b5ac772a463c5cb,m, ,Bachel rs,LTU,Lithuania
1f1faf2a4788b62ce3424ba8386c2c62375eac3e,m,1967,Bachel rs,DEU,Germany
