an n_screen_name,gender,year_ f_birth,level_ f_educati n,c untry_three_letters,c untry_name
71f 524  c9 37d2d6a2ac7a15329d4 56c4a 39,m,1969,D ct rate,GBR,United Kingd m
ce9b9376132ee7be38d78594 f3bdf9c944f7214,m,1989,Bachel rs,USA,United States
a9  8f2e57d 432d5e66414b47423e8aca32 d13,f,1995,Sec ndary/High Sch  l,USA,United States
e8c29e 86ebd642d89b9 57151dbbcae 7a98 b8,m,1987,Bachel rs,IND,India
392ff63c8146f88ae43afcfc846b c71fcac6f3e,m,1983,Bachel rs,USA,United States
8bbece96b4121b51 6d 46831 8 837b2 8f 7c1,m,1997,Bachel rs,ARM,Armenia
74e66b4abd3e96f2911e922b7a733f493 db494d,m,1993,Sec ndary/High Sch  l,USA,United States
74e66b4abd3e96f2911e922b7a733f493 db494d,m,1993,Sec ndary/High Sch  l,FRA,France
e67c65679 6226516a86963853ad38bd9 d133d5,m,1979,Sec ndary/High Sch  l,NZL,New Zealand
5e 495 6ff7db253b19d89a23e25c24933899df6,m,1974,Masters  r pr fessi nal degree,USA,United States
8a61cbbab664cf462c584f8a 9e2bcbfb9fecd63,m,1993,Bachel rs,GRC,Greece
8a61cbbab664cf462c584f8a 9e2bcbfb9fecd63,m,1993,Bachel rs,NLD,Netherlands
8a61cbbab664cf462c584f8a 9e2bcbfb9fecd63,m,1993,Bachel rs,FRA,France
1f8442c64efbaa1af4f48b5b667b7334ea7fdd8d,, ,D ct rate,GBR,United Kingd m
d15d4a3a54a514b6e5a1927a7cfb4 47e88643e ,f,1997,Sec ndary/High Sch  l,BRA,Brazil
b129ea6 ef7 9f4 fb5be eadf1c64e1d7581965,m,1992,Masters  r pr fessi nal degree,FRA,France
b129ea6 ef7 9f4 fb5be eadf1c64e1d7581965,m,1992,Masters  r pr fessi nal degree,NLD,Netherlands
b129ea6 ef7 9f4 fb5be eadf1c64e1d7581965,m,1992,Masters  r pr fessi nal degree,DEU,Germany
b129ea6 ef7 9f4 fb5be eadf1c64e1d7581965,m,1992,Masters  r pr fessi nal degree,DNK,Denmark
b129ea6 ef7 9f4 fb5be eadf1c64e1d7581965,m,1992,Masters  r pr fessi nal degree,HUN,Hungary
b129ea6 ef7 9f4 fb5be eadf1c64e1d7581965,m,1992,Masters  r pr fessi nal degree,CHE,Switzerland
b129ea6 ef7 9f4 fb5be eadf1c64e1d7581965,m,1992,Masters  r pr fessi nal degree,R M,R mania
b129ea6 ef7 9f4 fb5be eadf1c64e1d7581965,m,1992,Masters  r pr fessi nal degree,TUR,Turkey
b129ea6 ef7 9f4 fb5be eadf1c64e1d7581965,m,1992,Masters  r pr fessi nal degree,USA,United States
b129ea6 ef7 9f4 fb5be eadf1c64e1d7581965,m,1992,Masters  r pr fessi nal degree,LBR,Liberia
b129ea6 ef7 9f4 fb5be eadf1c64e1d7581965,m,1992,Masters  r pr fessi nal degree,MDA,M ld va Republic  f
b129ea6 ef7 9f4 fb5be eadf1c64e1d7581965,m,1992,Masters  r pr fessi nal degree,LUX,Luxemb urg
b129ea6 ef7 9f4 fb5be eadf1c64e1d7581965,m,1992,Masters  r pr fessi nal degree,SWE,Sweden
b129ea6 ef7 9f4 fb5be eadf1c64e1d7581965,m,1992,Masters  r pr fessi nal degree,GBR,United Kingd m
b129ea6 ef7 9f4 fb5be eadf1c64e1d7581965,m,1992,Masters  r pr fessi nal degree,HKG,H ng K ng
3da9ea192b9828d377cbd81acfcab ebab4d439b,f,1977,Ass ciates,USA,United States
3da9ea192b9828d377cbd81acfcab ebab4d439b,f,1977,Ass ciates,ZZZ,Reserved
186365a9 128b5bd18 dd11 c48d2aecad8 7edc,m,198,Bachel rs,IDN,Ind nesia
8851ece9f6a2 222cdf8 3 bce44959d57debade,,1977,Bachel rs,USA,United States
8851ece9f6a2 222cdf8 3 bce44959d57debade,,1977,Bachel rs,ZZZ,Reserved
271662d 1 1d1f66d4912caf1bb4e58ff2cd5 3 ,m,1982,Bachel rs,USA,United States
1 2b6edb6fc47871d63ba32a  e9cb9f421efda ,f,1993,Bachel rs,PHL,Philippines
47a76b75f1e3b6a839 24f41334351bb65c48f19,m,1975,D ct rate,IND,India
7e84ce594 84 1367a d2b164e27c42d2e754e67,m,1964,Masters  r pr fessi nal degree,USA,United States
81a3b2a158ad eab18daa8 79573f621c3516ff6,f,198,Masters  r pr fessi nal degree,USA,United States
4b582f78 2cf58de16c37151 911b7 f6d9422 1,m,1973,Masters  r pr fessi nal degree,USA,United States
4f7cf782 d5653185fa89e73e163198e229669be,f,1985,Masters  r pr fessi nal degree,IDN,Ind nesia
a56b8b3af81bcd63cad812ff3 824e552247 ccd,, ,User withheld,USA,United States
5bf8e79ae17bbd5cbe1d626336d 8eeeb9  1 76,, ,User withheld,USA,United States
32e8866186b5ef396862d1d2  a73fd6bffe6 ee,, ,User withheld,USA,United States
4cd95463bbd4e468135ad17253e9c74ecb1cf91 ,m,1962,D ct rate,AUS,Australia
4cd95463bbd4e468135ad17253e9c74ecb1cf91 ,m,1962,D ct rate,USA,United States
4cd95463bbd4e468135ad17253e9c74ecb1cf91 ,m,1962,D ct rate,NLD,Netherlands
62 df7787a1dabc9c db1f9c fd3b6c8b7547767,m,1983,Masters  r pr fessi nal degree,IND,India
22ab2452453fa9434c8a652d29cb36d45351a7fa,m,1988,Bachel rs,DNK,Denmark
4b114af8bc3 a75fe4651ce1757a8 b4c4 db2c3,m,1984, ther,IND,India
6fbc5243c8cad78e5a642f 826 cf3b221fc579e,m,1988,Masters  r pr fessi nal degree,IND,India
3b 7c2d14dab8 33 ed412dbedb2c5436554c231,, ,User withheld,BGR,Bulgaria
b2 2c9d 687b71f784a9b3558a81398c68fb1938,f,1991,Bachel rs,IND,India
386ba1a942a851b64dffe27 f1f5e bf26 13c43,f,198,Bachel rs,USA,United States
b7619aa6f56eaf 35bd2b9f364f9fca e4a8 333,, ,Bachel rs,CAN,Canada
 88c1cf51 ad86aaf9c4 b2d3a961a2 9ec3cd71,m,1969,Sec ndary/High Sch  l,JPN,Japan
b3 2cfe72ba1455adeeb57f f7e1cdf9bb bac2a,m,1989,Bachel rs,IND,India
41c5f8f 415e5a2ceba6f9   e4f f69b  b8481,f,1995,Sec ndary/High Sch  l,CHN,China
c58f59791a d69a5 cf 7d663bfe9872f7f6925f,m,1991,Bachel rs,JPN,Japan
b9d724d96bb 6 ef 4fb7e46587d9724e82668cb,f,1986,Masters  r pr fessi nal degree,DNK,Denmark
91cbf4f8737e83 39f948c1297727f36 9c3f9ea,m,198,Masters  r pr fessi nal degree,HKG,H ng K ng
91cbf4f8737e83 39f948c1297727f36 9c3f9ea,m,198,Masters  r pr fessi nal degree,USA,United States
5bbd37 34fd8699dcf57876c2 34 9f3c577cbf9,, ,User withheld,ESP,Spain
fd2b54dd339c8f3d51d1f15 383f8ed7268129c8,m,1978,Masters  r pr fessi nal degree,PAK,Pakistan
c2f c3d93924f3cccec144f94de558243e 9bb2b,m,198,Masters  r pr fessi nal degree,NGA,Nigeria
e 13882fad53bc8acf813c38521c9a8827d3 4af,m,1993,Bachel rs,IND,India
b13667628c76d316 ec6a573511ffe3 17f741e8,m,1987,Masters  r pr fessi nal degree,FRA,France
b13667628c76d316 ec6a573511ffe3 17f741e8,m,1987,Masters  r pr fessi nal degree,GBR,United Kingd m
b13667628c76d316 ec6a573511ffe3 17f741e8,m,1987,Masters  r pr fessi nal degree,USA,United States
a9c391de9784ad9d3 2548b3c69b5cfdb4 11 42,f,1988,Masters  r pr fessi nal degree,HRV,Cr atia (L CAL Name: Hrvatska)
a9c391de9784ad9d3 2548b3c69b5cfdb4 11 42,f,1988,Masters  r pr fessi nal degree,NLD,Netherlands
3 51 1 bace2219a3ceeceb 71dfaff95689c83e,m,1987,Bachel rs,PAK,Pakistan
a51fff8b158dc8bd3 21d 1e291d36 5c 8d144 ,m,1976,Masters  r pr fessi nal degree,DEU,Germany
 4c66e 62e95edc5f5 b137bf5d235 476ecd1f6,m,1991,Ass ciates,K R,K rea Republic  f
 4c66e 62e95edc5f5 b137bf5d235 476ecd1f6,m,1991,Ass ciates,VNM,Viet Nam
832abd8 658b1af2fb a8c7c2b1cc599c13deaf2,m,196,D ct rate,CAN,Canada
33 bca1c6c25 e3d6e3f8eae5e23b3de1da1c1aa,m,1995,Sec ndary/High Sch  l,IND,India
33 bca1c6c25 e3d6e3f8eae5e23b3de1da1c1aa,m,1995,Sec ndary/High Sch  l,JPN,Japan
7fbd5e9342d5559f 35269e1d3d7fdca58e7ea35,m,199,Masters  r pr fessi nal degree,RUS,Russian Federati n
7fbd5e9342d5559f 35269e1d3d7fdca58e7ea35,m,199,Masters  r pr fessi nal degree,USA,United States
c35aeeca5ec11682e1c1a1c56ae8ebc9de7 bfee,f,1987,Bachel rs,ITA,Italy
c35aeeca5ec11682e1c1a1c56ae8ebc9de7 bfee,f,1987,Bachel rs,EST,Est nia
c35aeeca5ec11682e1c1a1c56ae8ebc9de7 bfee,f,1987,Bachel rs,GBR,United Kingd m
7bc2 2 d848 26bd776ceedb476fa4afc be9 6e,m,1991,Sec ndary/High Sch  l,AUS,Australia
7bc2 2 d848 26bd776ceedb476fa4afc be9 6e,m,1991,Sec ndary/High Sch  l,SWE,Sweden
7bc2 2 d848 26bd776ceedb476fa4afc be9 6e,m,1991,Sec ndary/High Sch  l,CHN,China
5cfb 644ba6a8d6d38ed3651d41e5581146e3bbb,m,1993,Bachel rs,ARM,Armenia
19d74a5 5f387ff 5e8  28b4 fa3 3dc4af18ad,f,1986,Masters  r pr fessi nal degree,C L,C l mbia
53556dbcd58ffa9 137ede5cecb22a 5ab39218d,m,1985,Masters  r pr fessi nal degree,USA,United States
8a8367debde6c15  bb884 72397d296e 466 84,f,1979,Ass ciates,N R,N rway
425f 43d93bff1bf92141bf ff2e841fcabb b41,m,197,Bachel rs,ITA,Italy
425f 43d93bff1bf92141bf ff2e841fcabb b41,m,197,Bachel rs,ARE,United Arab Emirates
feb5dfe8f36295b89cf81784c33f91b9e ebfe93,m,1983,Masters  r pr fessi nal degree,LUX,Luxemb urg
94b14b5e 515fedd783fa9e df37 4 2a9ea4379,f,1978,Masters  r pr fessi nal degree,ESP,Spain
94b14b5e 515fedd783fa9e df37 4 2a9ea4379,f,1978,Masters  r pr fessi nal degree,FRA,France
3623f6df3bc67eee78c3a 1d cd 2ca17 6f7c48,f,1989,Bachel rs,IND,India
3623f6df3bc67eee78c3a 1d cd 2ca17 6f7c48,f,1989,Bachel rs,CHN,China
5 cb66f2c958fcb df8e61a88caf47d ff1811dd,m,1981,Bachel rs,SLV,El Salvad r
82135cbb 9fc2f87efa2e1c13b389ed7ac5ae139,f,1991,Masters  r pr fessi nal degree,IND,India
99646 3c3 4c747243b3589cd561 76 8f6ae2df,m,1992,Sec ndary/High Sch  l,N R,N rway
2e393e1d6a7d438baeaa9d  8bcac7aa9fc93fbb,, ,User withheld,USA,United States
2e393e1d6a7d438baeaa9d  8bcac7aa9fc93fbb,, ,User withheld,ZZZ,Reserved
5135a67b77fd748d1f6f4e952c7ac27f2cb522cc,m,1982,Masters  r pr fessi nal degree,USA,United States
 2f8e3de e86bd564348621b14937156b473933a,m, ,Masters  r pr fessi nal degree,USA,United States
5e23 7194dbfae12a2bbc a9654d1c71971a 5bb,, ,User withheld,IND,India
5e23 7194dbfae12a2bbc a9654d1c71971a 5bb,, ,User withheld,CHN,China
b3532333485 8fa4523 e8 2dd ee9778 38d719,m,1983,Bachel rs,GBR,United Kingd m
b3532333485 8fa4523 e8 2dd ee9778 38d719,m,1983,Bachel rs,EGY,Egypt
fba2b2dde79cede8eb8c 837a959da38c65acb3e,f,1985,Masters  r pr fessi nal degree,USA,United States
3 5e5618e26aacff568ac4b1297ebd32ca1921f7,m,1962,Masters  r pr fessi nal degree,ECU,Ecuad r
383c3391c33ce3a98c 2934484c81f1b2a58c72b,f,1992,Sec ndary/High Sch  l,USA,United States
e1afb7fd887bf12db885bfdaf58756129f8f17 1,m,1989,Sec ndary/High Sch  l,USA,United States
46b152fdfb165d14c6c3b46cb5fc2fb79b622e26,f,1991,Sec ndary/High Sch  l,ZZZ,Reserved
17df831ed25 5c6e76e54 22112c6a2d1ebd9991,m,196,Bachel rs,USA,United States
84475d431 c7a1358b25c1f46 1f7c47a 414 3a,m,1974,Bachel rs,CHN,China
84475d431 c7a1358b25c1f46 1f7c47a 414 3a,m,1974,Bachel rs,ZZZ,Reserved
edb73d43e39e4dc88b536b48892c99b1d1 3 8 9,m,1996,Sec ndary/High Sch  l,USA,United States
   34eadc5abebdc117ba abe6966be47fccd8c1,m,1985,Bachel rs,USA,United States
262844edbb4e e9 66 812c51ad993 a8a489dbc,f,1996,Bachel rs,RUS,Russian Federati n
7c86be45159b526b1e925396ad142a6653348c81,m,1965,Masters  r pr fessi nal degree,HKG,H ng K ng
7c86be45159b526b1e925396ad142a6653348c81,m,1965,Masters  r pr fessi nal degree,CHN,China
887cb67e 44e71  a9855d1d8b8fb 76fcfe8939,m,1983,Bachel rs,EGY,Egypt
ce75a88734fed5d94e62597871ba9f1ff2d65228,, ,User withheld,N R,N rway
ce75a88734fed5d94e62597871ba9f1ff2d65228,, ,User withheld,DEU,Germany
d7393934d9a9259994bddf8fb82b9b73b553fbec,m,1988,Masters  r pr fessi nal degree,BGD,Bangladesh
9ef2446 f2e4bfce5212a67 6 4c138f2ea86f91,m, ,Sec ndary/High Sch  l,SWE,Sweden
9ef2446 f2e4bfce5212a67 6 4c138f2ea86f91,m, ,Sec ndary/High Sch  l,DEU,Germany
d672 fa57f2 b812ddfbc84ac25794d31f17e4ce,m,199, ther,RUS,Russian Federati n
96cc173615a2b3978aa28fa f3669d6e87778b17,m,1986,Masters  r pr fessi nal degree,USA,United States
41824d996aac52d1 4d2de 7ecaa35273f244 9b,m,1986,Bachel rs,IND,India
b2fd394d 432c6bea14a5c2726dee191ae8f363c,m,1985,D ct rate,RUS,Russian Federati n
b2fd394d 432c6bea14a5c2726dee191ae8f363c,m,1985,D ct rate,UKR,Ukraine
af4c5ab16556 24df8b15dad7 2c1c1  84189a ,m,1986,Bachel rs,CHN,China
28 9 879 91174cd869acb241f  64c34c5f5 d4,m,1979,Bachel rs,CHN,China
2bbd7 bc2714e4aad6d8 6ca35  21 1c1 1b415,f,1963,Bachel rs,USA,United States
54361 122f1 d5 b28ca7231 a7bd59e9d5c3d2b,f,1982,Bachel rs,USA,United States
72e7a92aa6c5b724d2c17ae25675bc56b 96d 7b,, ,User withheld,USA,United States
d56fcbf5b392fc4641c2b f 7cce4f 8c537f6c6,f,197,Sec ndary/High Sch  l,CAN,Canada
59e ad72c39d5b257dfb87 843ce3ee8d375ed83,f,1985,D ct rate,ZZZ,Reserved
75191 c4cf1 baf1c1b41a65725ce3aaf3ca8ffe,m,1981,Sec ndary/High Sch  l,USA,United States
75191 c4cf1 baf1c1b41a65725ce3aaf3ca8ffe,m,1981,Sec ndary/High Sch  l,LBY,Libyan Arab Jamahiriya
7cf1 4817fa8f35c556871a3556dd6c42b4  283,m,1987,Bachel rs,SAU,Saudi Arabia
7cf1 4817fa8f35c556871a3556dd6c42b4  283,m,1987,Bachel rs,BHR,Bahrain
7cf1 4817fa8f35c556871a3556dd6c42b4  283,m,1987,Bachel rs,R M,R mania
7cf1 4817fa8f35c556871a3556dd6c42b4  283,m,1987,Bachel rs,ZZZ,Reserved
7cf1 4817fa8f35c556871a3556dd6c42b4  283,m,1987,Bachel rs,GBR,United Kingd m
b66191d344ed3aaaf14c6b3dfaeb3c718e c3d9 ,f,1981, ther,KGZ,Kyrgyzstan
77b95c9a 2d78e5c3a1a87f6a a3325e23858dd9,f,1982,Masters  r pr fessi nal degree,CHE,Switzerland
a3873b4147f3a48434b4875bd28c974ff3bab8db,f,1992,Bachel rs,VNM,Viet Nam
a3873b4147f3a48434b4875bd28c974ff3bab8db,f,1992,Bachel rs,CHN,China
 a61d f531e4c515fab97264585c9f5e884d8ce9,m,1992,Bachel rs,SAU,Saudi Arabia
49f  6b12aac49eac4efa d3 6fc59128cfde9ff,f,1982,Masters  r pr fessi nal degree,IND,India
81df4a795  fbf 136cd8881ccf536a491db241e,m,1981,Masters  r pr fessi nal degree,IND,India
c 211e66ff53d f7c83a5f4f435ff669 43aad9 ,m,1968,Bachel rs,IND,India
c1f332efa2c2dde63f5c9129d9a6f7f92aa7adc4,m,1991,Bachel rs,ZZZ,Reserved
c1f332efa2c2dde63f5c9129d9a6f7f92aa7adc4,m,1991,Bachel rs,CHN,China
c1f332efa2c2dde63f5c9129d9a6f7f92aa7adc4,m,1991,Bachel rs,EU,Eur pean Uni n
c1f332efa2c2dde63f5c9129d9a6f7f92aa7adc4,m,1991,Bachel rs,RUS,Russian Federati n
b828a38aea2cbf8be6614e1b4 76a34228fe18ab,m,1993,Sec ndary/High Sch  l,AUS,Australia
ba756d5a1e19e 1e8fb8297e96e48a6f7361b ed,m,1997,Sec ndary/High Sch  l,TWN,Taiwan; Republic  f China (R C)
f9eb5f5ec9f8dfad1df137c73861484c5a18de3c,f,1973,Masters  r pr fessi nal degree,BLR,Belarus
3ca 5d153b584 46e31 3c87b4 b6feb677739ab,f,1988,Masters  r pr fessi nal degree,SRB,Serbia
e84ea92cfbaa9e2 76 a36df9f17c bcfdae11e3,m,1956,Bachel rs,USA,United States
e84ea92cfbaa9e2 76 a36df9f17c bcfdae11e3,m,1956,Bachel rs,CAN,Canada
32dfd5efb1e52584e95a22de44c15ebaec162d89,f,1991,Bachel rs,RUS,Russian Federati n
8b9d6b3f68b6b8de6c889d9b1f698adb7c1b2338,m,1993,Sec ndary/High Sch  l,FIN,Finland
198 11e448a27121f59b8fe6c82f 817c54af9de,f,1982,Bachel rs,USA,United States
 ab f9e95ff1b3832d193f8a8f7548b3 b617494,f,1997,Sec ndary/High Sch  l,CAN,Canada
 c6a6cd5e56bae53912da64fc 7375f92d8ceea4,m,1987,Masters  r pr fessi nal degree,RUS,Russian Federati n
fd cbbf278e74b 8837cfb16bbee389b9799f966,f,1991,Bachel rs,USA,United States
5dac54e5d643ed96ba55f595d 1bdd793 b 881a,f,1986,Masters  r pr fessi nal degree,ALB,Albania
7de1 8cc351f419695b6a9f8 6d8a6ca7f33b8f5,m,1982,Bachel rs,USA,United States
ce35e81ea32db 297515ca9b4 e  f1b77cf 797,f,1982,Bachel rs,IND,India
ce35e81ea32db 297515ca9b4 e  f1b77cf 797,f,1982,Bachel rs,CHN,China
c81a1 297387e6a337e282 f4474691f2a936dd4,f,1996,Sec ndary/High Sch  l,USA,United States
677a177dc4 c935ffe 9bf53c2bf a67d22d9a7a,m,1992,Bachel rs,CHN,China
34a1c 868a313fe5e7f54f11 6b2bd8e32cb1b4b,f,1989,Masters  r pr fessi nal degree,CHN,China
3b43 9 a5a677ab9c1  61abb61a66beedd21 d3,m,1981,Masters  r pr fessi nal degree,DEU,Germany
ee9498fe2136e2bc946612c aaa cc855c51e67d,m,1989,Masters  r pr fessi nal degree,USA,United States
8955fdde8b4887d39c8 d 4c 484a96b5b2a9d48,m,1987,Masters  r pr fessi nal degree,MYS,Malaysia
53c399 feab5912 843b41 5b32fb63c86aa6e2d,m,1979,Masters  r pr fessi nal degree,SAU,Saudi Arabia
53c399 feab5912 843b41 5b32fb63c86aa6e2d,m,1979,Masters  r pr fessi nal degree,USA,United States
53c399 feab5912 843b41 5b32fb63c86aa6e2d,m,1979,Masters  r pr fessi nal degree,ZZZ,Reserved
53c399 feab5912 843b41 5b32fb63c86aa6e2d,m,1979,Masters  r pr fessi nal degree,R M,R mania
73598858bc246e62bd3ef4 3ff 275797866548b,m,1995,Sec ndary/High Sch  l,P L,P land
 a152aca11d2624f26 fb8119ff5 da18f5428e7,, ,User withheld,CHN,China
bc4ba5f457479c2ad53ea1efb198de96a694 211,f,1956,Bachel rs,ZAF,S uth Africa
5dc3c293c29bf9ef3b6f5cb5e373c8 3b5fd3ab3,m,1982,Bachel rs,GBR,United Kingd m
5dc3c293c29bf9ef3b6f5cb5e373c8 3b5fd3ab3,m,1982,Bachel rs,MAR,M r cc 
95bf5a d5f24f96 689d86738e4841fc3296aed2,m,1986,Bachel rs,USA,United States
95bf5a d5f24f96 689d86738e4841fc3296aed2,m,1986,Bachel rs,GBR,United Kingd m
15d16f54b ddc39f 717 fdb6b7c75b6a6cf8a8c,m,1988,Masters  r pr fessi nal degree,CIV,C te D'iv ire
8228a6f16c3ef6f18773593de5327b72756dec1f,m,1988,Sec ndary/High Sch  l,USA,United States
a8f32a43cf48aafff86 3d88c3e bc6a3ac9 9a ,m,1996,Sec ndary/High Sch  l,RUS,Russian Federati n
a8f32a43cf48aafff86 3d88c3e bc6a3ac9 9a ,m,1996,Sec ndary/High Sch  l,FIN,Finland
7629dae6791f5e12ede292494853ec6718c144b3,m,1994,Bachel rs,IND,India
1ceb 645bc8b93e6f48c d3cff3d a 75d541c44,f, ,Masters  r pr fessi nal degree,CAN,Canada
1ceb 645bc8b93e6f48c d3cff3d a 75d541c44,f, ,Masters  r pr fessi nal degree,USA,United States
ee7f 82af23e6 7fb479178754e25 74d62d 975,m,1989,Bachel rs,MEX,Mexic 
9 8c6d1ea1e6318e c71de14823d24ce2c33f4 8,m,1973,Masters  r pr fessi nal degree,PHL,Philippines
9ce8f4df7446fbcbc32d 739a592aabcf3d9a844,m,198,Ass ciates,USA,United States
7b9f 77224c48518881ab732e63dcc51b 68f6b5,m, ,Masters  r pr fessi nal degree,USA,United States
db3341cc55c6863e187beabfb38ac3744eee424e,m,199,Bachel rs,NZL,New Zealand
9dc8c 8361 19a5affbc23972 fd88c7467 9753,m,1998,Juni r sec ndary/juni r high/middle Sch  l,USA,United States
afe9f73b83ce1c222a1c6ccff c613268f7956eb,f,1977,D ct rate,USA,United States
2166d8bf18a b1217994fee877a3c339 c74e9b2,f,1987,D ct rate,IND,India
d847bbc14bff41 ee7f7fbbe298c422387dae956,m,1968,Masters  r pr fessi nal degree,USA,United States
859613425ff3d82a981cc3b4d21a833356fcfe25,m,1972,Ass ciates,USA,United States
 b6dafcc41 21 489ec2bf269f1723679ae8334c,m,199,Bachel rs,IND,India
31d95aa2 53 35 313b324af8dcf86f4ee479b45,, ,User withheld,GBR,United Kingd m
6297 12e 36a 2 49faa46339776aa27a41c2  7,m,1989,Bachel rs,IND,India
6297 12e 36a 2 49faa46339776aa27a41c2  7,m,1989,Bachel rs,CHN,China
 8af493268e7bbe63535e946ac12 12d4348 8ae,m,1992,Bachel rs,ECU,Ecuad r
5abc9 372 e e97 fb 21 64d3167557cf7cdf6a,m,1983,Bachel rs,CAN,Canada
5abc9 372 e e97 fb 21 64d3167557cf7cdf6a,m,1983,Bachel rs,USA,United States
b2185492b79 aee 61e69c12cd 83916aacb6 1c,m,1986,Bachel rs,GBR,United Kingd m
6 6799 f9a8ab743999383f  7b49e845dedea5 ,m,1967,Masters  r pr fessi nal degree,USA,United States
6 6799 f9a8ab743999383f  7b49e845dedea5 ,m,1967,Masters  r pr fessi nal degree,ZZZ,Reserved
6 6799 f9a8ab743999383f  7b49e845dedea5 ,m,1967,Masters  r pr fessi nal degree,LBR,Liberia
a7d8f a5e4eaa12827e45deb6f8e8 5f9 e5 bd6,m,199,Sec ndary/High Sch  l,BRA,Brazil
617fc3 af7def572e4bbc3539114f89ab6442c58,m,1962,Masters  r pr fessi nal degree,TWN,Taiwan; Republic  f China (R C)
d255b4 d8478417c2b544 ea9f852c8a9b39c19c,f,1991,Bachel rs,IND,India
 6f195eb2c42b8e69 266357c5 595cc2 e6c267,m,1972,Bachel rs,IND,India
e598393ecb339b18827cce9782ae8e825dea8d27,f,1982,Masters  r pr fessi nal degree,CAN,Canada
1adb327cfd5c133 2e685923a5c1ee8318 5fe92,m,1976,Bachel rs,USA,United States
a44d7 fda53522 4c46abc855d2ea676de471dba,f,1972,Masters  r pr fessi nal degree,USA,United States
535a5eea965a92f8 93224cf3c48ecdd997b 7a8,m,199,Bachel rs,THA,Thailand
dc3b246b 1a7d5fcd5397adb55feb6d7827d6f3a,m,1969,Masters  r pr fessi nal degree,USA,United States
dcdeadb 7e7 1e9 1727a47d1e59c38 52299a3c,m,1986,Bachel rs,USA,United States
5 1 e41e9ca71bea9eeea9cd87b 48cfd b558a6,f,1995,Sec ndary/High Sch  l,USA,United States
71 d3d4d9e5b6b8d4653b245bf3abf1c48 9bdf1,m,1985,Bachel rs,AUS,Australia
ec3b6c2a9439ba88 bd38 6b5246e8c2eed3c333,f, ,D ct rate,USA,United States
19aa81353cc1f8378 a5271e bf6b3d5d74 e314,f,1986,Masters  r pr fessi nal degree,PAK,Pakistan
19aa81353cc1f8378 a5271e bf6b3d5d74 e314,f,1986,Masters  r pr fessi nal degree,K R,K rea Republic  f
19aa81353cc1f8378 a5271e bf6b3d5d74 e314,f,1986,Masters  r pr fessi nal degree,HKG,H ng K ng
 2 c7aafa67cc5da42b3f5513c21832fdd7a1386,,1977,Masters  r pr fessi nal degree,SAU,Saudi Arabia
 2 c7aafa67cc5da42b3f5513c21832fdd7a1386,,1977,Masters  r pr fessi nal degree,R M,R mania
b1bfeb59e3 268af6db 6e 24cff4 9c525aaad6,m,1983,Masters  r pr fessi nal degree,IND,India
d84a8 a5f5781598841bd69f182fe 192f6 29a4,m,199,Bachel rs,GHA,Ghana
d84a8 a5f5781598841bd69f182fe 192f6 29a4,m,199,Bachel rs,USA,United States
23 4f995de289f 9916f4d8 dbc8 e4ba996fb 2,m,1989,Bachel rs,IND,India
 5a3e16f5 18156bfc b27beb67316ff81 81329,m,199,Juni r sec ndary/juni r high/middle Sch  l,USA,United States
e7773c57a59e7362e14f2e3faf8aeaa92a253a36,m,1994,Sec ndary/High Sch  l,CHL,Chile
9ff9497 1eed78b aa76a1755ce7e1ff3865c572,m,1994,Sec ndary/High Sch  l,ZZZ,Reserved
5377ce3 d6 dbd1 c3395f22b3d52761ea182cf2,m,1969,Bachel rs,USA,United States
93cfb9d55719facbc5f3c4a1d1 e2fec62 36b69,m,1989,Masters  r pr fessi nal degree,N R,N rway
93cfb9d55719facbc5f3c4a1d1 e2fec62 36b69,m,1989,Masters  r pr fessi nal degree,NLD,Netherlands
d61  d5c253 2616b9cdaf51954badee8884773c,m,1982,Masters  r pr fessi nal degree,USA,United States
defe17f9beb83aaedd48649a84eca1c653845f13,m,1986,Masters  r pr fessi nal degree,USA,United States
defe17f9beb83aaedd48649a84eca1c653845f13,m,1986,Masters  r pr fessi nal degree,ZZZ,Reserved
1d9e 316b9ae6dca7839eb349f8 9f38b32933ed,f,1987,D ct rate,CHN,China
a776f962d5ddb8b96e9e7 e725ba3dcd5cb5d2ee,m,1965,Sec ndary/High Sch  l,USA,United States
a776f962d5ddb8b96e9e7 e725ba3dcd5cb5d2ee,m,1965,Sec ndary/High Sch  l,ZZZ,Reserved
ccdc2b285 6c4f35ab651bdfe4861 a721e75ae6,m, ,Masters  r pr fessi nal degree,SGP,Singap re
ccdc2b285 6c4f35ab651bdfe4861 a721e75ae6,m, ,Masters  r pr fessi nal degree,USA,United States
1 144297de f85a8f3da9fc8f246466b 6b212 3,m,1991,Ass ciates,CHN,China
1 144297de f85a8f3da9fc8f246466b 6b212 3,m,1991,Ass ciates,USA,United States
a7ab22cbd664db9b1628fc1c897ebdc384ae2fbd,m,1981,Masters  r pr fessi nal degree,IND,India
db132556b9867177e58a64a25f277138fa2248c6,m,1996,Sec ndary/High Sch  l,SGP,Singap re
79c e6317c13bcc923ef1719c4fdb4da df 75fe,m,1994,Sec ndary/High Sch  l,BGR,Bulgaria
79c e6317c13bcc923ef1719c4fdb4da df 75fe,m,1994,Sec ndary/High Sch  l,GE ,Ge rgia
4fcb69fccb7a59f4  4ba1ab29fdf75f84b25764,m,1981,Bachel rs,K R,K rea Republic  f
